,utterance,prompt,bigscience/T0pp
188,Is There An Age Limit?,Considering this utterance: Is There An Age Limit? What is the intent that best describes it?,"ask a question, or make elision."
189,What Are The Age Requirements For Opening An Account?,Considering this utterance: What Are The Age Requirements For Opening An Account? What is the intent that best describes it?,"describe something in writing to others. ""what age requirement for opening bank account"""
190,Will I Be Able To Open An Account For My Daughter,Considering this utterance: Will I Be Able To Open An Account For My Daughter What is the intent that best describes it?,Requesting more information about an option a parent has
191,How Old Do I Need To Be To Open An Account?,Considering this utterance: How Old Do I Need To Be To Open An Account? What is the intent that best describes it?,ask for an account open for me. i need you
192,What Age Can Sign Up For Services?,Considering this utterance: What Age Can Sign Up For Services? What is the intent that best describes it?,Nominal age to obtain services. It is also possible to have an account at a younger age.
193,How Old Do My Kids Have To Be To Use Your Service?,Considering this utterance: How Old Do My Kids Have To Be To Use Your Service? What is the intent that best describes it?,ask the question to the people who have the answer
194,What Age Do My Kids Need To Be To Use Your Service?,Considering this utterance: What Age Do My Kids Need To Be To Use Your Service? What is the intent that best describes it?,ask for information about a service and get redirected to information
195,How Old Do My Children Need To Be To Open An Account?,Considering this utterance: How Old Do My Children Need To Be To Open An Account? What is the intent that best describes it?,ask questions to see if you can get answers
196,How Old Does My Kids Need To Be To Open An Account?,Considering this utterance: How Old Does My Kids Need To Be To Open An Account? What is the intent that best describes it?,ask about open an account for kids over 17
197,How Young Can Someone Be In Order To Open An Account?,Considering this utterance: How Young Can Someone Be In Order To Open An Account? What is the intent that best describes it?,open account to a young person with bank
198,What Is The Youngest Someone Can Be To Open An Account?,Considering this utterance: What Is The Youngest Someone Can Be To Open An Account? What is the intent that best describes it?,Asking for help with something difficult? I need help
199,How Old Does One Have To Be To Have An Account With The Bank?,Considering this utterance: How Old Does One Have To Be To Have An Account With The Bank? What is the intent that best describes it?,have an account with the bank to open the account
200,How Do I Get My Pin Unlocked?,Considering this utterance: How Do I Get My Pin Unlocked? What is the intent that best describes it?,ask how to unlock psp game
201,Where Can I View My Pin?,Considering this utterance: Where Can I View My Pin? What is the intent that best describes it?,Requesting a view of my pin number
202,Will You Reinstate My Pin?,Considering this utterance: Will You Reinstate My Pin? What is the intent that best describes it?,be kind to others on their birthdays or for any other special occasion
203,I Accidentally Blocked My Pin. How Do I Reset It?,Considering this utterance: I Accidentally Blocked My Pin. How Do I Reset It? What is the intent that best describes it?,ask for help on a pin lock problem
204,How Do I Unblock My Pin After Entering It Wrong Too Many Times?,Considering this utterance: How Do I Unblock My Pin After Entering It Wrong Too Many Times? What is the intent that best describes it?,get the pin off the computer's block
205,I Used The Wrong Ping Too Many Times And Now The Account Is Blocked.  How Do I Unblock?,Considering this utterance: I Used The Wrong Ping Too Many Times And Now The Account Is Blocked.  How Do I Unblock? What is the intent that best describes it?,Request for unblocking the account from a particular IP address
206,I Need Help Because I Drunken Blocked My Card?,Considering this utterance: I Need Help Because I Drunken Blocked My Card? What is the intent that best describes it?,"Help me fix my card. I'm tee-total, can't drive, and need help."
207,"How Do I Reset My Pin, I Can'T Seem To Use My Card?","Considering this utterance: How Do I Reset My Pin, I Can'T Seem To Use My Card? What is the intent that best describes it?",Asking for help with the Pin. :)
208,"When I Put The Wrong Pin Too Much, I Got Blocked, So Can You Help Me Unblock My Pin","Considering this utterance: When I Put The Wrong Pin Too Much, I Got Blocked, So Can You Help Me Unblock My Pin What is the intent that best describes it?",Get help from the bank to get their pin.
209,"My Pin Was Blocked, How Do I Make It So I Can Use It?","Considering this utterance: My Pin Was Blocked, How Do I Make It So I Can Use It? What is the intent that best describes it?",delete it permanently so I can use it for other pins
210,How Many Tries Do I Have To Enter My Pin Before I'M Blocked?,Considering this utterance: How Many Tries Do I Have To Enter My Pin Before I'M Blocked? What is the intent that best describes it?,tell me about blockage of pins and how to avoid them
211,What Should I Do If I'Ve Tried To Enter My Pin Too Often?,Considering this utterance: What Should I Do If I'Ve Tried To Enter My Pin Too Often? What is the intent that best describes it?,Not Enter Pin When Needed..
212,I Have Exceeded The Number Of Times I Can Try My Pin,Considering this utterance: I Have Exceeded The Number Of Times I Can Try My Pin What is the intent that best describes it?,Not enough information? Click here for more info.
213,How Can I Unblock A Blocked Pin Number For My Account?,Considering this utterance: How Can I Unblock A Blocked Pin Number For My Account? What is the intent that best describes it?,ask for advice on how to unblock the number
