,utterance,prompt,bigscience/T0pp
193,How Old Do My Kids Have To Be To Use Your Service?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask a question about child safety on the internet
194,What Age Do My Kids Need To Be To Use Your Service?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Age-restriction policy. It may not be appropriate for a little one to use the toilet.
195,How Old Do My Children Need To Be To Open An Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,open an account for children of the speaker's
196,How Old Does My Kids Need To Be To Open An Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"expresses an age requirement., age"
197,How Young Can Someone Be In Order To Open An Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,open an account for under-18s with us
198,What Is The Youngest Someone Can Be To Open An Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Young adulthoods or early adolescence
199,How Old Does One Have To Be To Have An Account With The Bank?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,be young and strong so that you have a bank account
200,How Do I Get My Pin Unlocked?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,How Do I Get My Pin Unlocked?
201,Where Can I View My Pin?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,find your pins in my account view in Pinterest
202,Will You Reinstate My Pin?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,restore (a computer) or return to normal
203,I Accidentally Blocked My Pin. How Do I Reset It?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,learn something about the lock screen function on your device
204,How Do I Unblock My Pin After Entering It Wrong Too Many Times?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask for assistance in trying again and repeat the process
205,I Used The Wrong Ping Too Many Times And Now The Account Is Blocked.  How Do I Unblock?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Unblock ping too many times in a row
206,I Need Help Because I Drunken Blocked My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses a misunderstanding between y'all
207,"How Do I Reset My Pin, I Can'T Seem To Use My Card?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask for help in getting your card to work
208,"When I Put The Wrong Pin Too Much, I Got Blocked, So Can You Help Me Unblock My Pin",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Help Me unblock this Pin. '
209,"My Pin Was Blocked, How Do I Make It So I Can Use It?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use it on my computer again..i forgot my password and i need it to get into my email
